Categoria,Subcategoria,Fato_Ou_Resposta
Estatísticas,Zebra,"Olimpíadas 1996: O Brasil de Ronaldo, Rivaldo e Roberto Carlos vencia a Nigéria por 3x1 na semifinal, mas sofreu a virada para 4x3 na prorrogação (Gol de Ouro de Kanu), um dos maiores traumas olímpicos."
Tabus,Noruega,"A Freguesia Norueguesa: A Seleção Brasileira NUNCA venceu a Noruega na história. Foram 4 jogos: 2 empates e 2 derrotas (incluindo a da Copa de 98)."
Tabus,França,"O Fantasma Francês: O Brasil passou 27 anos sem vencer a França em jogos oficiais (de 1958 até 2013), incluindo as eliminações nas Copas de 86, 98 e 2006."
Curiosidades,Naturalizados,"Diego Costa (2014): O atacante brasileiro escolheu defender a Espanha na Copa do Mundo de 2014 (no Brasil) e foi vaiado pela torcida em todos os jogos."
Curiosidades,Naturalizados,"Deco: Ídolo brasileiro que defendeu Portugal. Jogou contra o Brasil em amistosos, mas sempre com muito respeito."
Estádios,Sagrados,"Estádio Azteca (México): Palco do Tricampeonato em 1970. Único estádio do mundo onde Pelé e Maradona foram campeões mundiais."
Estádios,Sagrados,"Estádio de Yokohama (Japão): Palco da final do Penta em 2002. Onde Ronaldo brilhou."
Estádios,Sagrados,"Rose Bowl (EUA): Estádio da final do Tetra em 1994, sob um sol escaldante na Califórnia."
Estádios,Sagrados,"Råsunda (Suécia): Estádio da final de 1958. Curiosamente, Pelé também jogou lá na despedida do estádio em 2012."
Zebras,Honduras,"O vexame de 2001: O Brasil foi eliminado da Copa América pela modesta seleção de Honduras (2x0), colocando o técnico Felipão na corda bamba antes do Penta."
Zebras,Camarões,"Olimpíadas 2000: O Brasil foi eliminado nas quartas de final por Camarões com um 'Gol de Ouro' na prorrogação, mesmo com dois jogadores a mais em campo."
Cultura,Gíria,"Pombo sem asa: Expressão eternizada para chutes fortes e inesperados de longa distância, como o gol de Nelinho em 1978."
Cultura,Gíria,"Folha Seca: Chute inventado por Didi onde a bola sobe e cai repentinamente, como uma folha seca, enganando o goleiro."
Curiosidades,Invasão,"O Cachorro de 1962: Nas quartas de final contra a Inglaterra, um cachorro invadiu o campo e driblou Garrincha. O atacante inglês Jimmy Greaves pegou o animal, que urinou na camisa dele. Garrincha achou graça e adotou o cachorro depois."
Momentos,Física,"O Gol Impossível (1997): No Torneio da França, Roberto Carlos fez um gol de falta contra a França onde a bola fez uma curva absurda (trivela de canhota), deixando o goleiro Barthez estático. Cientistas estudaram o lance por anos."
Cultura,Comemoração,"Vampeta no Planalto (2002): Na visita ao presidente após o Penta, Vampeta desceu a rampa do Palácio do Planalto dando cambalhotas com a camisa do Brasil, tornando-se um meme histórico."
História,Uniforme,"A Maldição do Branco: O Brasil jogava de branco até 1950. Após a derrota no Maracanã, a cor foi considerada 'azarada' e banida do uniforme principal, dando lugar ao amarelo Canarinho."
Polêmicas,Bastidores,"Romário x Zagallo: Após ser cortado da Copa de 98, Romário mandou pintar caricaturas de Zagallo e Zico (sentados no vaso sanitário) nas portas dos banheiros do seu bar, gerando um enorme processo judicial."
Recordes,Copa do Mundo,"Zagallo e a Copa: Zagallo é a única pessoa no mundo a ter participado de 5 finais de Copa do Mundo (1958 e 1962 como jogador, 1970 e 1998 como técnico, 1994 como coordenador)."
Curiosidades,Crendice,"A cor da sorte: Zagallo acreditava que a cor amarela atraía vitória, mas adorava quando o Brasil jogava de azul em finais, pois lembrava o manto de Nossa Senhora Aparecida."
Mitos,Internet,"O Email de 98: Uma das maiores lendas urbanas do futebol brasileiro é um falso e-mail viral (assinado por um tal 'Gunther Schweitzer'), alegando que o Brasil vendeu a Copa de 1998 para a FIFA em troca de sediar o evento em 2014. A frase 'Se as pessoas soubessem o que aconteceu, ficariam enojadas' virou meme."
História,Violência,"A Batalha de Berna (1954): O jogo Brasil 2x4 Hungria (Copa de 54) foi um dos mais violentos da história. Terminou com 3 expulsos e uma pancadaria generalizada nos vestiários, envolvendo garrafadas, chuteiras e até lâmpadas quebradas."
História,Violência,"A Batalha de Rosário (1978): O jogo Argentina 0x0 Brasil na Copa de 78 foi uma guerra. A torcida argentina apedrejou o ônibus do Brasil e o jogo foi marcado por violência extrema e tensão militar."
História,Origem,"O Primeiro Jogo (1914): A estreia oficial da Seleção Brasileira foi em 21 de julho de 1914, no estádio das Laranjeiras (RJ). O Brasil venceu o Exeter City (time da Inglaterra) por 2x0. O primeiro gol da história foi de Oswaldo Gomes."
Curiosidades,Pênaltis,"Taffarel e o 'Sai que é sua': Galvão Bueno imortalizou esse bordão na Copa de 94 e 98. Taffarel é o recordista brasileiro em defesas de pênaltis em Copas (3 defesas)."
Curiosidades,Apelido,"O Bruxo: Ronaldinho Gaúcho ganhou esse apelido por fazer coisas com a bola que pareciam feitiçaria ou magia, desafiando a lógica."
Títulos,Jejum Olímpico,"A maldição da Prata: Antes do ouro em 2016, o Brasil bateu na trave 3 vezes, perdendo as finais olímpicas de 1984 (França), 1988 (União Soviética) e 2012 (México)."
Bastidores,Lenda,"Mário Américo: O massagista mais famoso da história do futebol. Esteve em 7 Copas do Mundo (de 1950 a 1974), cuidou de Pelé e Garrincha, e era conhecido como 'Pombo-Correio' por levar recados táticos do técnico para os jogadores."
Bastidores,Médico,"Dr. Lídio Toledo: Médico histórico da Seleção. Ficou marcado por momentos tensos, como o corte de Romário em 1998 e o atendimento a Ronaldo na convulsão antes da final de 98."
Gerações,Apelido,"Seleção de Ouro (1982): O time de Telê Santana (Zico, Sócrates, Falcão e Cerezo). É mundialmente reconhecida como a melhor seleção da história que não venceu a Copa."
Gerações,Era Dunga,"Era Dunga (2006-2010): Período marcado por futebol pragmático, força física e guerra com a imprensa. Venceu a Copa América 2007 e Confederações 2009, mas caiu nas quartas da Copa de 2010."
Gerações,Era Tite,"Era Tite (2016-2022): Período de estabilidade e recordes nas eliminatórias. Recuperou o respeito pós-7x1, venceu a Copa América 2019, mas foi eliminado duas vezes nas quartas de final de Copas (Bélgica e Croácia)."
Rivalidade,Paternidade,"Carrasco dos Hermanos: Entre 2004 e 2007, o Brasil venceu a Argentina em três finais consecutivas: Copa América 2004 (nos pênaltis com gol de Adriano), Copa das Confederações 2005 (goleada de 4x1) e Copa América 2007 (3x0 com time reserva)."
Curiosidades,Tradição,"Entrar de mãos dadas: Na Copa de 1994, a Seleção Brasileira inovou ao entrar em campo com todos os jogadores de mãos dadas para demonstrar união. O gesto virou marca registrada do Tetra."
Curiosidades,Luxemburgo,"A Era Luxemburgo (1998-2000): Vanderlei Luxemburgo tentou unificar as seleções Principal e Olímpica. Venceu a Copa América de 99, mas foi demitido após o fracasso nas Olimpíadas de 2000."
Curiosidades,Azar,"Emerson (2002): Era o capitão original do time do Penta. Dias antes da estreia, foi brincar de goleiro no treino ('rachão'), caiu de mau jeito e luxou o ombro. Foi cortado da Copa e Cafu assumiu a braçadeira de capitão."
Curiosidades,Coincidência,"A Dinastia dos 'R': Durante anos, os maiores craques ofensivos do Brasil começavam com a letra R: Romário, Ronaldo, Rivaldo, Ronaldinho Gaúcho, Robinho, Ricardo Oliveira, Richarlison, Raphinha, Rodrygo."
História,Sedes,"A Maldição da Casa: O Brasil sediou duas Copas do Mundo (1950 e 2014). Curiosamente, sofreu suas duas maiores tragédias justamente em casa: o Maracanazo (final de 50) e o 7 a 1 (semifinal de 14)."
Cultura,Propaganda,"Aeroporto 98: O comercial da Nike onde a Seleção joga futebol dentro do aeroporto ao som de 'Mas Que Nada' é considerado a peça publicitária de futebol mais famosa de todos os tempos."
Momentos,Milagre,"O Milagre de Adriano (2004): Na final da Copa América contra a Argentina, o Brasil perdia por 2x1 até os 48 minutos do segundo tempo. Adriano Imperador empatou com um chutaço histórico e o Brasil venceu nos pênaltis."
Recordes,Expulsões,"Jogo mais indisciplinado: Na 'Batalha de Berna' (Brasil x Hungria, 1954), houve 3 expulsões e briga generalizada. Mas o recorde de cartões foi contra a Holanda em 2010 (quartas de final), com o Brasil perdendo a cabeça e Felipe Melo expulso."
Estatísticas,Ranking,"Líder do Ranking: O Brasil é a seleção que mais tempo passou na liderança do Ranking da FIFA na história, sendo a única a participar de todas as Copas."
Curiosidades,Azar,"Emerson (2002): Era o capitão original do time do Penta. Dias antes da estreia, foi brincar de goleiro no treino ('rachão'), caiu de mau jeito e luxou o ombro. Foi cortado da Copa e Cafu assumiu a braçadeira de capitão."
Curiosidades,Coincidência,"A Dinastia dos 'R': Durante anos, os maiores craques ofensivos do Brasil começavam com a letra R: Romário, Ronaldo, Rivaldo, Ronaldinho Gaúcho, Robinho, Ricardo Oliveira, Richarlison, Raphinha, Rodrygo."
História,Sedes,"A Maldição da Casa: O Brasil sediou duas Copas do Mundo (1950 e 2014). Curiosamente, sofreu suas duas maiores tragédias justamente em casa: o Maracanazo (final de 50) e o 7 a 1 (semifinal de 14)."
Cultura,Propaganda,"Aeroporto 98: O comercial da Nike onde a Seleção joga futebol dentro do aeroporto ao som de 'Mas Que Nada' é considerado a peça publicitária de futebol mais famosa de todos os tempos."
Momentos,Milagre,"O Milagre de Adriano (2004): Na final da Copa América contra a Argentina, o Brasil perdia por 2x1 até os 48 minutos do segundo tempo. Adriano Imperador empatou com um chutaço histórico e o Brasil venceu nos pênaltis."
Recordes,Expulsões,"Jogo mais indisciplinado: Na 'Batalha de Berna' (Brasil x Hungria, 1954), houve 3 expulsões e briga generalizada. Mas o recorde de cartões foi contra a Holanda em 2010 (quartas de final), com o Brasil perdendo a cabeça e Felipe Melo expulso."
Estatísticas,Ranking,"Líder do Ranking: O Brasil é a seleção que mais tempo passou na liderança do Ranking da FIFA na história, sendo a única a participar de todas as Copas."
Raízes,Futsal,"A Escola do Salão: A maioria dos craques brasileiros (Rivelino, Zico, Ronaldinho, Neymar, Vinicius Jr) começou no Futsal. O futebol de salão é considerado o segredo do drible curto e do raciocínio rápido brasileiro."
Raízes,Várzea,"Futebol de Várzea: A cultura de jogar na rua, em campos de terra batida e descalço, é historicamente citada como formadora do caráter improvisador e criativo do jogador brasileiro."
História,Paz,"O dia que Pelé parou uma guerra: Em 1969, o Santos de Pelé viajou para a Nigéria durante a Guerra Civil de Biafra. Foi decretado um cessar-fogo oficial de 48 horas apenas para que os dois lados pudessem ver o Rei jogar. Um feito histórico da mística brasileira."
Curiosidades,Anatomia,"As pernas de Garrincha: O maior driblador da história tinha as pernas tortas (uma valga e outra vara) devido a uma distrofia. O que seria uma deficiência virou sua maior arma, pois os marcadores nunca sabiam para que lado ele ia arrancar."
Política,Técnico,"A Novela Ancelotti (2023): A CBF passou o ano de 2023 inteiro esperando Carlo Ancelotti (técnico do Real Madrid) assumir a Seleção, deixando Fernando Diniz como interino. No fim, Ancelotti renovou com o Real Madrid, gerando uma crise que levou à contratação de Dorival Júnior."
Cultura,Torcida,"A exigência da torcida: A torcida brasileira é a única que vaia o próprio time ganhando se não jogar bonito. O fenômeno de gritar 'Olé' para o adversário quando a Seleção joga mal em casa é uma forma clássica de protesto."
Recordes,Defesa,"A zaga invicta (2019): O Brasil foi campeão da Copa América de 2019 sofrendo apenas 1 gol em todo o torneio (na final contra o Peru). A defesa formada por Daniel Alves, Marquinhos, Thiago Silva e Filipe Luís foi considerada uma das melhores do século."
Cultura,Expressão,"O Jogo Bonito (The Beautiful Game): Termo popularizado por Pelé que define o estilo brasileiro de jogar futebol com arte, improviso e alegria, oposto ao futebol de força europeu."
Cultura,Torcida,"Movimento Verde Amarelo: A principal torcida organizada moderna da Seleção, criada para apoiar o time em Copas do Mundo com músicas novas, fugindo do tradicional 'Eu sou brasileiro com muito orgulho'."
Tabus,Freguesia,"México em Copas: O Brasil nunca perdeu e nem sequer tomou gol do México em Copas do Mundo. Foram 5 jogos (1950, 1954, 1962, 2014, 2018) com 4 vitórias e 1 empate, saldo de 13 a 0."
Tabus,Freguesia,"Inglaterra em Copas: Os inventores do futebol nunca venceram o Brasil em Copas do Mundo. Foram 4 jogos históricos: 1958 (0x0), 1962 (3x1), 1970 (1x0) e 2002 (2x1). O Brasil sempre levou a melhor."
Tabus,Freguesia,"Espanha em Copas: O Brasil tem um retrospecto muito favorável. O jogo mais famoso foi na final da Copa das Confederações de 2013 (3x0) e na Copa de 1950 (6x1 com o Maracanã cantando 'Touradas em Madri')."
Recordes,Vitórias,"Cafu e as vitórias: Cafu é o jogador com o maior número de vitórias em jogos de Copa do Mundo na história do futebol mundial (16 vitórias em 20 jogos disputados)."
Curiosidades,Troféu,"A Taça FIFA: O atual troféu da Copa do Mundo (que substituiu a Jules Rimet) foi erguido pela primeira vez por um brasileiro? Não, foi por Franz Beckenbauer (74), mas o Brasil é quem mais ergueu esse modelo (1994 e 2002) junto com a Alemanha e Argentina."
Curiosidades,Mito,"O Mito do Drible: Dizem que Garrincha não treinava drible. Ele simplesmente pegava a bola e ia pra cima. Seus marcadores sabiam que ele ia para a direita, mas ele ia assim mesmo e ninguém conseguia parar."

Atuações,Pelé,"Contra a Suécia (Final 1958): Com apenas 17 anos, Pelé marcou 2 gols na final da Copa, incluindo um lençol no zagueiro dentro da área seguido de um voleio sem deixar a bola cair."
Atuações,Pelé,"Contra a França (Semi 1958): Pelé marcou um 'Hat-trick' (3 gols) na vitória por 5x2, garantindo o Brasil na final."
Atuações,Garrincha,"Contra a Inglaterra (Quartas 1962): Garrincha fez 2 gols (um de cabeça e um de fora da área) e assumiu a responsabilidade pela classificação do Brasil após a lesão de Pelé."
Atuações,Romário,"Contra o Uruguai (Eliminatórias 1993): O Brasil precisava vencer para ir à Copa. Romário, que estava afastado da seleção, voltou e marcou os 2 gols da vitória no Maracanã, garantindo a vaga."
Atuações,Romário,"Contra a Holanda (Quartas 1994): Romário marcou um golaço de sem-pulo e deu a assistência para Bebeto no famoso jogo do 'embala neném'."
Atuações,Ronaldo,"Contra a Alemanha (Final 2002): Após o trauma de 1998 e lesões no joelho, Ronaldo marcou os 2 gols do título do Penta em cima do goleiro Oliver Kahn."
Atuações,Ronaldo,"Contra a Dinamarca (Quartas 1998): Ronaldo deu duas assistências e jogou muito na vitória por 3x2."
Atuações,Ronaldinho,"Contra a Inglaterra (Quartas 2002): Ronaldinho fez a jogada do gol de Rivaldo e marcou o gol da virada de falta, encobrindo o goleiro Seaman, antes de ser expulso."
Atuações,Rivaldo,"Contra a Bélgica (Oitavas 2002): O jogo estava 0x0 e difícil. Rivaldo dominou no peito de costas, girou e chutou no ângulo, abrindo o caminho para a vitória."
Atuações,Zico,"Contra a Nova Zelândia (Copa 1982): Zico marcou um gol de voleio acrobático (tipo bicicleta) que simbolizou o futebol arte daquela seleção."
Atuações,Taffarel,"Contra a Itália (Final 1994): Taffarel defendeu o pênalti de Massaro na decisão, permitindo que o Brasil fosse tetra após o erro de Baggio."
Atuações,Taffarel,"Contra a Holanda (Semi 1998): Taffarel defendeu dois pênaltis (Cocu e Ronald de Boer), classificando o Brasil para a final."
Atuações,Marcos,"Contra a Alemanha (Final 2002): Fez defesas milagrosas, incluindo uma falta de Neuville que bateu na trave, garantindo o 'zero' no placar para o ataque resolver."
Atuações,Neymar,"Contra a Espanha (Final Confederações 2013): Neymar marcou um golaço de pé esquerdo contra o goleiro Casillas e liderou a vitória por 3x0 sobre a então campeã mundial."
Atuações,Neymar,"Contra a Alemanha (Final Olímpica 2016): Marcou o gol de falta no tempo normal e cobrou o pênalti decisivo que deu o primeiro Ouro Olímpico ao Brasil."
Atuações,Adriano,"Contra a Argentina (Final Copa América 2004): Marcou o gol de empate aos 48 minutos do segundo tempo com um chute fortíssimo de virada, levando o jogo para os pênaltis."
Atuações,Richarlison,"Contra a Sérvia (Copa 2022): Marcou dois gols na estreia, sendo o segundo um voleio acrobático eleito o gol mais bonito daquela Copa."
Atuações,Kaka,"Contra a Argentina (Amistoso 2006): Arrancou com a bola do campo de defesa, deixou Messi para trás na corrida e marcou um golaço em Londres."
Atuações,Bebeto,"Contra a Argentina (Copa América 1989): Marcou um voleio incrível após cruzamento de Romário, num dos gols mais bonitos da história do Maracanã."
Atuações,Cafu,"Contra a Alemanha (Final 2002): Como capitão, liderou o time e subiu no púlpito instável do estádio de Yokohama para erguer a taça, gritando 'Regina, eu te amo!'."
Atuações,Roberto Carlos,"Contra a França (Torneio da França 1997): Marcou o famoso 'Gol Impossível' de falta, onde a bola fez uma curva que desafiou a física."
Atuações,Sócrates,"Contra a URSS (Copa 1982): O Brasil perdia na estreia. Sócrates driblou dois zagueiros e soltou uma bomba no ângulo para empatar e acordar o time."

Estatísticas,Gols,"Neymar Jr: É o maior artilheiro da história da Seleção em jogos oficiais da FIFA, com 79 gols marcados."
Estatísticas,Gols,"Pelé: Tem 77 gols em jogos oficiais (critério FIFA). Pelos critérios da CBF (que contam jogos contra clubes e combinados), Pelé tem 95 gols."
Estatísticas,Gols,"Ronaldo Fenômeno: Marcou 62 gols em jogos oficiais pela Seleção Brasileira."
Estatísticas,Gols,"Romário: Marcou 55 gols em jogos oficiais pela Seleção. Ele sempre diz que fez mais de 1000 na carreira, mas pela amarelinha oficial são 55."
Estatísticas,Gols,"Zico: O Galinho marcou 48 gols oficiais pela Seleção Brasileira."
Estatísticas,Gols,"Bebeto: Marcou 39 gols oficiais pela Seleção, sendo decisivo no Tetra."
Estatísticas,Gols,"Rivaldo: Marcou 35 gols oficiais, muitos deles em Copas do Mundo."
Estatísticas,Gols,"Jairzinho: O Furacão da Copa de 70 marcou 33 gols oficiais pela Seleção."
Estatísticas,Gols,"Ronaldinho Gaúcho: O Bruxo marcou 33 gols oficiais com a camisa do Brasil."
Estatísticas,Gols,"Ademir de Menezes: O Queixada marcou 32 gols oficiais."
Estatísticas,Gols,"Tostão: Marcou 32 gols oficiais pela Seleção."
Estatísticas,Gols,"Zizinho: O Mestre Ziza marcou 30 gols oficiais."
Estatísticas,Gols,"Careca: Marcou 29 gols oficiais, sendo o parceiro de Maradona no Napoli e artilheiro do Brasil."
Estatísticas,Gols,"Kaká: Marcou 29 gols oficiais pela Seleção Brasileira."
Estatísticas,Gols,"Luís Fabiano: O Fabuloso marcou 28 gols oficiais, sendo o artilheiro da Era Dunga."
Estatísticas,Gols,"Robinho: Marcou 28 gols oficiais pela Seleção."
Estatísticas,Gols,"Adriano Imperador: Marcou 27 gols oficiais, com uma média altíssima de gols decisivos contra a Argentina."
Estatísticas,Gols,"Rivellino: A Patada Atômica marcou 26 gols oficiais."
Estatísticas,Gols,"Richarlison: O Pombo tem 20 gols marcados pela Seleção (até o final de 2023)."
Estatísticas,Gols,"Gabriel Jesus: Tem 19 gols marcados pela Seleção Brasileira."
Estatísticas,Gols,"Philippe Coutinho: Marcou 21 gols pela Seleção Brasileira."
Estatísticas,Gols,"Roberto Firmino: Marcou 17 gols pela Seleção Brasileira."
Estatísticas,Gols,"Vinícius Júnior: Até o início de 2025, Vini Jr tem 5 gols oficiais pela Seleção Principal."
Estatísticas,Gols,"Marta (Feminino): Marta tem 122 gols pela Seleção Brasileira, superando Pelé e Neymar. É a maior artilheira entre homens e mulheres."
Estatísticas,Gols,"Cristiane (Feminino): Tem 96 gols pela Seleção, sendo a segunda maior artilheira da história."
Estatísticas,Zagueiros,"Lúcio: Um dos zagueiros que mais fez gols, com 4 tentos oficiais."
Estatísticas,Zagueiros,"Juan: Zagueiro artilheiro, marcou 7 gols pela Seleção."
Estatísticas,Zagueiros,"Thiago Silva: Marcou 7 gols oficiais com a camisa do Brasil."
Estatísticas,Zagueiros,"Marquinhos: Já marcou 7 gols pela Seleção Brasileira."
Estatísticas,Laterais,"Roberto Carlos: Marcou 11 gols oficiais, a maioria de falta."
Estatísticas,Laterais,"Daniel Alves: Marcou 8 gols oficiais pela Seleção."
Estatísticas,Laterais,"Cafu: Marcou 5 gols oficiais em suas 150 partidas."
Estatísticas,Volantes,"Casemiro: Tem 7 gols marcados pela Seleção, incluindo um golaço contra a Suíça na Copa de 2022."
Estatísticas,Volantes,"Dunga: O capitão marcou 6 gols pela Seleção Brasileira."
Estatísticas,Volantes,"Paulinho: Volante com faro de gol, marcou 13 vezes pela Seleção, sendo fundamental nas eliminatórias de 2018."

Homenagem,Luto,"Morte de Pelé: O Rei do Futebol faleceu em 29 de dezembro de 2022, aos 82 anos, vítima de câncer. O Brasil e o mundo entraram em luto oficial."
Homenagem,Luto,"Morte de Zagallo: Mário Jorge Lobo Zagallo faleceu em 5 de janeiro de 2024, aos 92 anos. Foi a última lenda viva da Copa de 1958 a partir."
Futuro,Regras 2026,"Copa de 2026: Será a primeira Copa do Mundo com 48 seleções (antes eram 32). O Brasil terá que jogar mais partidas para ser campeão."
Futuro,Sedes 2026,"Sedes 2026: A Copa será dividida entre três países: Estados Unidos, México e Canadá. O Brasil fará sua base provavelmente nos EUA."
Mística,Camisa 10,"A Mística da 10: A camisa 10 do Brasil é considerada a mais pesada do futebol. Foi usada por Pelé, Rivellino, Zico, Rivaldo, Ronaldinho Gaúcho, Kaká e Neymar."
Curiosidades,Maldição,"Maldição da Copa das Confederações: Existe um mito de que quem ganha a Copa das Confederações não ganha a Copa do Mundo seguinte. O Brasil venceu as Confederações de 1997, 2005, 2009 e 2013, e perdeu as Copas seguintes."
Estatísticas,Goleada,"Maior Goleada (Oficial): A maior vitória oficial da Seleção Brasileira (jogo FIFA) foi 7x0 contra a Venezuela na Copa América de 1999 (golaço de Ronaldinho) e 7x0 contra Honduras em amistoso de 2019."
Estatísticas,Goleada,"Maior Goleada (Geral): Contando jogos não-oficiais (contra combinados ou times fracos), o recorde é 14x0 contra a Nicarágua nos Jogos Pan-Americanos de 1975."
Feminino,Copa 2023,"A Decepção de 2023: A Seleção Feminina foi eliminada ainda na fase de grupos da Copa do Mundo de 2023 (empate 0x0 com a Jamaica), marcando a despedida de Marta das Copas de forma melancólica."
Cultura,Torcida,"O Canarinho Pistola: O mascote oficial adotou uma cara de 'bravo' em 2016 para simbolizar a vontade de vencer. Virou febre na Copa da Rússia 2018."
Tabus,Europeus,"A Maldição Europeia: Desde o título de 2002, o Brasil foi eliminado de TODAS as Copas do Mundo por seleções europeias no mata-mata: França (2006), Holanda (2010), Alemanha (2014), Bélgica (2018) e Croácia (2022)."
Cultura,Racismo,"A Camisa Preta (2023): Em junho de 2023, num amistoso contra a Guiné, a Seleção jogou o primeiro tempo inteiramente de uniforme preto pela primeira vez na história. Foi um protesto oficial contra o racismo sofrido por Vinícius Júnior na Espanha."
Recordes,Geografia,"Campeão Global: O Brasil é a única seleção que levantou a Copa do Mundo em quatro continentes diferentes: Europa (1958), América do Sul (1962), América do Norte (1970/1994) e Ásia (2002)."
Prêmios,Copa do Mundo,"Bola de Ouro 1994: Romário foi eleito o melhor jogador da Copa nos EUA, carregando o time ao título."
Prêmios,Copa do Mundo,"Bola de Ouro 1998: Mesmo perdendo a final e sofrendo a convulsão, Ronaldo Fenômeno foi eleito o melhor jogador daquela Copa pela FIFA."
História,Jejum,"O Jejum do Hexa: Se o Brasil não ganhar em 2026, igualará seu maior período sem títulos mundiais da história (24 anos, o mesmo tempo entre o Tri de 70 e o Tetra de 94)."
Curiosidades,Capitães,"Rodízio de Tite: Durante a Era Tite (2016-2022), a braçadeira de capitão não teve dono fixo. Ela rodou entre Miranda, Daniel Alves, Thiago Silva, Casemiro e até Neymar, para dividir a responsabilidade."
Heróis,Substituto,"Amarildo (O Possesso): Na Copa de 1962, Pelé se machucou no segundo jogo. Amarildo entrou no lugar do Rei, marcou 3 gols (inclusive na final) e garantiu o Bicampeonato."
Heróis,Decisivo,"Branco (1994): O lateral foi muito criticado antes da Copa, mas nas quartas de final contra a Holanda (jogo empatado em 2x2), cavou uma falta e fez o gol da vitória com um chute lendário, abrindo caminho para o Tetra."
Parcerias,Ataque,"Dupla Ro-Ro (1997): Romário e Ronaldo Fenômeno formaram uma parceria lendária (e curta) em 1997. Juntos, destruíram defesas na Copa América e Copa das Confederações, marcando dezenas de gols num único ano."
Parcerias,Ataque,"A dupla Bebeto e Romário: Famosos por não se darem muito bem fora de campo, mas se entenderem por telepatia dentro dele. A frase 'Eu te amo' dita por Romário a Bebeto em 94 virou símbolo da união."
Curiosidades,Invencibilidade,"A Mística de 1970: A Seleção de 70 venceu todos os jogos das Eliminatórias (6 jogos) e todos os jogos da Copa (6 jogos). Foi uma campanha de 100% de aproveitamento do início ao fim."
Curiosidades,Goleiros,"Goleiro-Artilheiro: Rogério Ceni foi convocado para as Copas de 2002 e 2006. Embora não tenha feito gols pela Seleção, é reconhecido mundialmente como o goleiro com mais gols na história do futebol (131 gols por clubes)."
História,Seca,"O Maracanazo Feminino (2016): Nas Olimpíadas do Rio, a Seleção Feminina de Marta encantou o país, mas foi eliminada nos pênaltis pela Suécia na semifinal, em pleno Maracanã lotado, frustrando o sonho do ouro em casa."
Recordes,Defesa,"A zaga do Tetra: Em 1994, a dupla de zaga Aldair e Márcio Santos (que entrou no lugar de Ricardo Rocha) foi tão sólida que o Brasil passou 4 jogos sem sofrer gols durante o torneio."
Bastidores,Manobra,"A Anistia de Garrincha (1962): Garrincha foi expulso na semifinal da Copa de 62. Pela regra, estaria fora da final. O governo brasileiro e a CBF agiram nos bastidores, a súmula do jogo 'sumiu' misteriosamente e ele foi liberado para jogar e ser campeão."
Bastidores,Caos,"A Bagunça de 1966: A CBD convocou mais de 40 jogadores e criou 4 times (Verde, Amarelo, Azul, Branco) para viajar o Brasil fazendo amistosos políticos. O time chegou na Copa da Inglaterra cansado, sem time titular definido e foi eliminado na primeira fase."
Bastidores,Ciência,"O Segredo de 1970: A comissão técnica (formada por militares) implementou o 'Teste de Cooper' e treinou na altitude meses antes. O Brasil voava fisicamente no segundo tempo, enquanto os europeus cansavam no calor do México."
Bastidores,Pressão,"O Clamor por Romário (2002): O técnico Felipão barrou Romário da Copa por indisciplina. Até o presidente da República (Fernando Henrique Cardoso) pediu a convocação do Baixinho na TV, mas Felipão bancou a decisão."
Curiosidades,Carreira,"Pelé e a Copa América: O Rei do Futebol jogou apenas uma edição de Copa América na vida (1959). Foi artilheiro e eleito melhor jogador, mas o Brasil terminou invicto em segundo lugar (atrás da Argentina)."
Curiosidades,Apelido,"R9: A sigla 'R9' para Ronaldo Fenômeno foi criada pela Nike em 1998, inspirada nos caças militares, para transformar o jogador em uma marca global."
Recordes,Técnicos,"Parreira em Copas: Carlos Alberto Parreira é o técnico que participou de mais Copas do Mundo na história (6 vezes), dirigindo Kuwait, Emirados Árabes, Brasil (duas vezes), Arábia Saudita e África do Sul."
História,Curiosidade,"A Viagem do Café (1932): Para disputar a Copa do Mundo de 1934 e as Olimpíadas de 1932, a delegação brasileira viajou de navio e precisou vender sacas de café nas paradas dos portos para custear a viagem, pois a federação não tinha dinheiro."
História,Política,"A Briga de 1930: Na primeira Copa do Mundo (1930), o Brasil foi desfalcado dos jogadores paulistas (incluindo o craque Friedenreich) por causa de uma briga política entre as federações do Rio de Janeiro e de São Paulo."
Influência,Zico,"O Pai do Futebol Japonês: Zico jogou a Copa de 2006? Não, ele era o técnico do Japão! O ídolo brasileiro ensinou o Japão a jogar futebol profissionalmente e enfrentou o Brasil na fase de grupos (o Brasil venceu por 4x1)."
Superação,Ronaldo,"O Milagre do Joelho (2002): Médicos diziam que Ronaldo Fenômeno talvez nunca mais andasse normalmente após romper o tendão patelar em 2000. Dois anos depois, ele foi artilheiro e campeão da Copa do Mundo. É considerado o maior retorno da história do esporte."
Curiosidades,Uniforme,"A Volta do Branco (2019): Na Copa América de 2019, o Brasil voltou a usar camisa branca em um jogo oficial (contra a Bolívia) após 69 anos, para homenagear o primeiro título de 1919. Diferente de 1950, dessa vez o Brasil venceu por 3x0."
Curiosidades,Mito,"Mick Jagger Pé Frio: Durante a Copa de 2010 e 2014, criou-se a lenda de que o cantor Mick Jagger trazia azar. Todo time para o qual ele torcia no estádio perdia (incluindo o Brasil no 7x1)."
